Payout Date,Status,Charges,Refunds,Adjustments,Marketplace Sales Tax,Advances,Reserved Funds,Fees,Retried Amount,Total,Currency,Bank Reference
2024-09-23,paid,1221.85,0.00,-7.65,0.00,0.00,0.00,109.95,0.00,882.38,USD,
2024-09-23,paid,162.75,0.00,0.00,0.00,0.00,0.00,4.53,0.00,158.22,USD,1037106085994
2024-09-23,paid,110.15,0.00,0.00,0.00,0.00,0.00,6.80,0.00,103.35,USD,HZ53MKLZAEBY2KJ
2024-09-23,paid,221.97,0.00,0.90,0.00,0.00,0.00,7.58,0.00,215.29,USD,091000016868164
2024-09-22,paid,36.99,0.00,0.00,0.00,0.00,0.00,1.26,0.00,35.73,USD,1037086779628
2024-09-20,paid,551.22,0.00,0.00,0.00,0.00,0.00,16.44,0.00,534.78,USD,091000013065069
2024-09-19,paid,78.13,0.00,0.00,0.00,0.00,0.00,4.91,0.00,73.22,USD,GJEQJWFIB1G1LEW
2024-09-19,paid,969.84,0.00,0.00,0.00,0.00,0.00,30.52,0.00,939.32,USD,091000016554609
2024-09-18,paid,110.15,0.00,0.00,0.00,0.00,0.00,6.80,0.00,103.35,USD,Y24CUWMSJHFV09U
2024-09-18,paid,927.84,0.00,0.00,0.00,0.00,0.00,28.61,0.00,899.23,USD,091000016092222
2024-09-17,paid,123.08,0.00,0.00,0.00,0.00,0.00,7.86,0.00,115.22,USD,P1DRKNZUUVYXTMZ
2024-09-17,paid,1543.22,0.00,15.00,0.00,0.00,0.00,65.76,0.00,1492.46,USD,091000016415498
2024-09-16,paid,249.18,0.00,7.90,0.00,0.00,0.00,22.42,0.00,144.98,USD,
2024-09-16,paid,84.15,0.00,0.00,0.00,0.00,0.00,5.26,0.00,78.89,USD,TLLG8KA2DZ6PC3T
2024-09-16,paid,589.11,0.00,0.00,0.00,0.00,0.00,18.31,0.00,570.80,USD,091000010510687
2024-09-15,paid,242.12,0.00,0.00,0.00,0.00,0.00,14.89,0.00,227.23,USD,G1XL8OASXCPQHAE
2024-09-14,paid,113.18,0.00,0.00,0.00,0.00,0.00,7.28,0.00,105.90,USD,N0F85L30NZIRGOU
2024-09-13,paid,161.50,0.00,0.00,0.00,0.00,0.00,9.83,0.00,151.67,USD,EU0K8JDORM62NLD
2024-09-13,paid,1419.88,0.00,0.00,0.00,0.00,0.00,42.19,0.00,1377.69,USD,091000014938515
2024-09-12,paid,817.22,-28.00,0.00,0.00,0.00,0.00,26.38,0.00,762.84,USD,091000017100492
2024-09-11,paid,1631.66,0.00,0.00,0.00,0.00,0.00,51.84,0.00,1579.82,USD,091000014833782
2024-09-10,paid,90.20,0.00,0.00,0.00,0.00,0.00,5.62,0.00,84.58,USD,TU2PJI3SSGFFZUQ
2024-09-10,paid,6599.91,-0.36,2.88,0.00,0.00,0.00,207.50,0.00,6394.93,USD,091000016234823
2024-09-09,paid,481.91,0.00,3.52,0.00,0.00,0.00,43.37,0.00,308.46,USD,
2024-09-09,paid,1098.81,-2.64,9.89,0.00,0.00,0.00,34.74,0.00,1071.32,USD,091000017902487
2024-09-08,paid,151.50,0.00,0.00,0.00,0.00,0.00,9.24,0.00,142.26,USD,Z1OMILILLPVELLZ
2024-09-07,paid,161.34,0.00,0.00,0.00,0.00,0.00,10.12,0.00,151.22,USD,FQE9DFFBZHK0CMI
2024-09-06,paid,499.79,0.00,0.00,0.00,0.00,0.00,16.18,0.00,483.61,USD,091000011778408
2024-09-05,paid,1251.82,-6.75,12.24,0.00,0.00,0.00,41.03,0.00,1216.28,USD,091000010631808
2024-09-04,paid,4585.96,0.00,0.00,0.00,0.00,0.00,141.89,0.00,4444.07,USD,091000016694745
2024-09-03,paid,116.63,0.00,5.94,0.00,0.00,0.00,10.50,0.00,83.77,USD,
2024-09-03,paid,50.59,0.00,0.00,0.00,0.00,0.00,3.28,0.00,47.31,USD,9AD52CDMQDZ4RCG
2024-09-03,paid,609.20,0.00,0.00,0.00,0.00,0.00,18.19,0.00,591.01,USD,091000012080497
2024-09-02,paid,158.30,0.00,0.00,0.00,0.00,0.00,9.94,0.00,148.36,USD,OVK159ORM1CA6RC
2024-08-31,paid,391.05,0.00,0.00,0.00,0.00,0.00,23.97,0.00,367.08,USD,P1M45K1FBKEUPLP
2024-08-30,paid,139.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,130.50,USD,ZQ9AXE3MD2N500X
2024-08-30,paid,865.54,0.00,0.00,0.00,0.00,0.00,25.21,0.00,840.33,USD,091000017924965
2024-08-29,paid,139.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,130.50,USD,XQIVZKJCYZQ3J1R
2024-08-29,paid,317.59,0.00,0.00,0.00,0.00,0.00,10.05,0.00,307.54,USD,091000018016020
2024-08-28,paid,377.62,0.00,0.00,0.00,0.00,0.00,11.01,0.00,366.61,USD,091000016875516
2024-08-27,paid,1374.22,0.00,0.00,0.00,0.00,0.00,41.57,0.00,1332.65,USD,091000014734541
2024-08-26,paid,265.24,0.00,0.00,-4.80,0.00,0.00,9.27,0.00,251.17,USD,091000016183911
2024-08-23,paid,226.12,-75.78,0.00,0.00,0.00,0.00,7.88,0.00,142.46,USD,091000013001963
2024-08-22,paid,645.04,0.00,12.39,0.00,0.00,0.00,58.07,0.00,417.22,USD,
2024-08-22,paid,838.47,0.00,0.00,0.00,0.00,0.00,25.31,0.00,813.16,USD,091000011555980
2024-08-21,paid,276.63,0.00,0.00,0.00,0.00,0.00,9.56,0.00,267.07,USD,091000015110583
2024-08-20,paid,1211.47,0.00,0.00,0.00,0.00,0.00,36.23,0.00,1175.24,USD,091000016338138
2024-08-19,paid,78.23,0.00,0.00,0.00,0.00,0.00,4.92,0.00,73.31,USD,RLLQQRQ5DWMCQT7
2024-08-19,paid,581.58,-95.20,0.00,0.00,0.00,0.00,19.38,0.00,467.00,USD,091000017934819
2024-08-17,paid,151.69,0.00,0.00,0.00,0.00,0.00,9.55,0.00,142.14,USD,PHK2MM7WBON8LEP
2024-08-16,paid,412.69,0.00,0.00,0.00,0.00,0.00,11.92,0.00,400.77,USD,091000010302186
2024-08-15,paid,287.07,0.00,-4.12,0.00,0.00,0.00,25.84,0.00,206.49,USD,
2024-08-15,paid,78.13,0.00,0.00,0.00,0.00,0.00,4.91,0.00,73.22,USD,2UK80KFOEMSXVNY
2024-08-15,paid,682.27,0.00,0.00,0.00,0.00,0.00,20.44,0.00,661.83,USD,091000011677970
2024-08-14,paid,76.14,0.00,0.00,0.00,0.00,0.00,4.79,0.00,71.35,USD,4G24LYIVSE7HS47
2024-08-14,paid,390.02,0.00,0.00,0.00,0.00,0.00,12.92,0.00,377.10,USD,091000016318008
2024-08-13,paid,2326.42,0.00,0.00,0.00,0.00,0.00,72.68,0.00,2253.74,USD,091000015842922
2024-08-12,paid,759.79,-8.99,8.82,0.00,0.00,0.00,23.63,0.00,735.99,USD,091000017148675
2024-08-11,paid,58.07,0.00,0.00,0.00,0.00,0.00,3.73,0.00,54.34,USD,036CVDZOB3W3MVL
2024-08-09,paid,787.81,-116.35,0.00,0.00,0.00,0.00,24.42,0.00,647.04,USD,091000010697588
2024-08-08,paid,354.74,0.00,2.64,0.00,0.00,0.00,31.93,0.00,240.33,USD,
2024-08-08,paid,188.50,0.00,0.00,0.00,0.00,0.00,11.72,0.00,176.78,USD,R2XPRPL13QI39H4
2024-08-08,paid,1084.84,0.00,0.00,0.00,0.00,0.00,33.86,0.00,1050.98,USD,091000018008027
2024-08-07,paid,391.11,0.00,0.00,0.00,0.00,0.00,12.27,0.00,378.84,USD,091000016501235
2024-08-06,paid,2126.29,0.00,0.00,0.00,0.00,0.00,64.77,0.00,2061.52,USD,091000015734817
2024-08-05,paid,108.24,0.00,0.00,0.00,0.00,0.00,6.69,0.00,101.55,USD,XDOMR384UGEHB3P
2024-08-05,paid,302.93,-89.00,0.00,0.00,0.00,0.00,10.94,0.00,202.99,USD,091000015210909
2024-08-02,paid,622.65,0.00,0.00,0.00,0.00,0.00,20.12,0.00,602.53,USD,091000010974911
2024-08-01,paid,87.83,0.00,1.19,0.00,0.00,0.00,7.91,0.00,61.17,USD,
2024-08-01,paid,139.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,130.50,USD,TUREIWFDCOXRXOP
2024-08-01,paid,475.26,0.00,0.00,0.00,0.00,0.00,14.45,0.00,460.81,USD,091000010523608
2024-07-31,paid,226.66,-87.99,0.00,0.00,0.00,0.00,13.98,0.00,124.69,USD,O6XY5IKP98NHP0J
2024-07-31,paid,562.55,0.00,0.00,0.00,0.00,0.00,16.43,0.00,546.12,USD,091000010803712
2024-07-30,paid,798.49,0.00,2.39,0.00,0.00,0.00,25.35,0.00,775.53,USD,091000014962086
2024-07-29,paid,95.20,0.00,0.00,0.00,0.00,0.00,5.92,0.00,89.28,USD,WI8INSE83EJYEW4
2024-07-29,paid,910.88,-14.00,0.00,0.00,0.00,0.00,28.72,0.00,868.16,USD,091000015781467
2024-07-28,paid,128.64,0.00,0.00,0.00,0.00,0.00,7.89,0.00,120.75,USD,6TFDDK80S7TGSZU
2024-07-27,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,NZZN9PB2E3DLI9J
2024-07-26,paid,58.75,0.00,0.00,0.00,0.00,0.00,3.77,0.00,54.98,USD,B61ANDVCGBX8WDM
2024-07-26,paid,394.45,0.00,0.00,0.00,0.00,0.00,12.65,0.00,381.80,USD,091000010822762
2024-07-25,paid,449.83,-3.05,0.00,0.00,0.00,0.00,13.71,0.00,433.07,USD,091000016931175
2024-07-24,paid,1331.34,0.00,0.00,-7.80,0.00,0.00,40.04,0.00,1283.50,USD,091000014887283
2024-07-23,paid,1325.60,0.00,0.00,0.00,0.00,0.00,40.17,0.00,1285.43,USD,091000014145157
2024-07-22,paid,223.24,0.00,0.00,0.00,0.00,0.00,20.09,0.00,141.94,USD,
2024-07-22,paid,146.26,0.00,0.00,0.00,0.00,0.00,9.23,0.00,137.03,USD,JI83RL8MZKBPGMH
2024-07-22,paid,706.65,-81.60,0.00,0.00,0.00,0.00,21.08,0.00,603.97,USD,091000017037223
2024-07-21,paid,80.39,0.00,0.00,0.00,0.00,0.00,5.04,0.00,75.35,USD,VASKYDP17XXK2OX
2024-07-20,paid,93.62,0.00,0.00,0.00,0.00,0.00,5.82,0.00,87.80,USD,UEE0N1HZHKH7TXR
2024-07-19,paid,58.07,0.00,0.00,0.00,0.00,0.00,3.73,0.00,54.34,USD,TODBOZICP2QNZB8
2024-07-19,paid,466.63,-3.16,0.00,0.00,0.00,0.00,15.26,0.00,448.21,USD,091000018978486
2024-07-18,paid,329.50,-79.00,0.00,0.00,0.00,0.00,10.59,0.00,239.91,USD,091000016979047
2024-07-17,paid,754.91,0.00,0.00,0.00,0.00,0.00,23.33,0.00,731.58,USD,091000015128919
2024-07-16,paid,95.20,0.00,0.00,0.00,0.00,0.00,5.92,0.00,89.28,USD,OF5LWN4C8D19MPI
2024-07-16,paid,1619.86,-8.99,0.00,0.00,0.00,0.00,49.58,0.00,1561.29,USD,091000015404220
2024-07-15,paid,140.80,0.00,-15.02,0.00,0.00,0.00,12.67,0.00,113.11,USD,
2024-07-15,paid,77.37,0.00,0.00,0.00,0.00,0.00,2.61,0.00,74.76,USD,091000012763113
2024-07-14,paid,87.99,0.00,0.00,0.00,0.00,0.00,5.49,0.00,82.50,USD,F02F7468DJBTLCJ
2024-07-12,paid,379.61,0.00,0.00,0.00,0.00,0.00,11.67,0.00,367.94,USD,091000010804692
2024-07-11,paid,264.28,0.00,0.00,0.00,0.00,0.00,8.08,0.00,256.20,USD,091000017211258
2024-07-10,paid,64.54,0.00,0.00,0.00,0.00,0.00,4.11,0.00,60.43,USD,9XMA7DNM7QC6VYR
2024-07-10,paid,324.62,0.00,0.00,0.00,0.00,0.00,10.87,0.00,313.75,USD,091000017193245
2024-07-09,paid,138.33,0.00,0.00,0.00,0.00,0.00,8.46,0.00,129.87,USD,17ZYOQOB0V54FK6
2024-07-09,paid,970.18,0.00,0.00,0.00,0.00,0.00,29.21,0.00,940.97,USD,091000014826635
2024-07-08,paid,86.55,0.00,0.00,0.00,0.00,0.00,5.41,0.00,81.14,USD,Z70PM8FUWBGXI64
2024-07-08,paid,67.24,0.00,0.00,0.00,0.00,0.00,2.34,0.00,64.90,USD,091000017118836
2024-07-06,paid,64.54,0.00,0.00,0.00,0.00,0.00,4.11,0.00,60.43,USD,QTNAG8V1IRU77XA
2024-07-05,paid,66.74,0.00,0.00,0.00,0.00,0.00,4.24,0.00,62.50,USD,N9BWTRARII2XT64
2024-07-05,paid,350.10,-54.00,0.00,0.00,0.00,0.00,11.47,0.00,284.63,USD,091000013068243
2024-07-03,paid,308.30,-105.40,0.00,0.00,0.00,0.00,8.92,0.00,193.98,USD,091000018109268
2024-07-02,paid,2733.52,0.00,0.00,0.00,0.00,0.00,85.21,0.00,2648.31,USD,091000015195804
2024-07-01,paid,594.33,-123.49,-1.25,0.00,0.00,0.00,53.51,0.00,307.02,USD,
2024-07-01,paid,197.20,0.00,0.00,0.00,0.00,0.00,11.93,0.00,185.27,USD,SMLL9DPDGQMTUFK
2024-07-01,paid,478.13,0.00,12.76,0.00,0.00,0.00,17.68,0.00,473.21,USD,091000014215877
2024-06-30,paid,58.07,0.00,0.00,0.00,0.00,0.00,3.73,0.00,54.34,USD,HH086DYIQ56VBJT
2024-06-29,paid,64.54,0.00,0.00,0.00,0.00,0.00,4.11,0.00,60.43,USD,C4LG3JOXDWUOO8Z
2024-06-28,paid,447.58,0.00,0.00,0.00,0.00,0.00,14.92,0.00,432.66,USD,091000016919997
2024-06-27,paid,343.06,0.00,0.00,0.00,0.00,0.00,10.43,0.00,332.63,USD,091000017732834
2024-06-26,paid,98.04,0.00,0.00,0.00,0.00,0.00,6.08,0.00,91.96,USD,799GH0HDXMQE8QP
2024-06-26,paid,783.47,0.00,0.00,0.00,0.00,0.00,22.48,0.00,760.99,USD,091000014948551
2024-06-25,paid,931.07,0.00,0.00,0.00,0.00,0.00,29.20,0.00,901.87,USD,091000015295170
2024-06-24,paid,281.09,0.00,0.00,0.00,0.00,0.00,25.30,0.00,235.13,USD,
2024-06-24,paid,209.18,-53.94,16.87,0.00,0.00,0.00,6.95,0.00,165.16,USD,091000016136750
2024-06-21,paid,295.06,0.00,0.00,0.00,0.00,0.00,9.80,0.00,285.26,USD,091000010548382
2024-06-20,paid,91.33,0.00,0.00,0.00,0.00,0.00,2.98,0.00,88.35,USD,091000010732150
2024-06-18,paid,566.18,0.00,0.00,0.00,0.00,0.00,17.83,0.00,548.35,USD,091000015901986
2024-06-17,paid,438.68,-67.33,0.00,0.00,0.00,0.00,13.80,0.00,357.55,USD,091000011386152
2024-06-14,paid,168.79,0.00,0.00,0.00,0.00,0.00,4.99,0.00,163.80,USD,091000015020880
2024-06-13,paid,0.00,-30.22,0.00,0.00,0.00,0.00,0.00,0.00,-30.22,USD,091000018320721
2024-06-12,paid,617.85,0.00,3.43,0.00,0.00,0.00,18.26,0.00,603.02,USD,091000016135086
2024-06-11,paid,725.42,0.00,9.76,0.00,0.00,0.00,22.99,0.00,712.19,USD,091000014334590
2024-06-10,paid,103.08,0.00,0.00,0.00,0.00,0.00,9.28,0.00,93.80,USD,
2024-06-10,paid,343.15,0.00,0.00,0.00,0.00,0.00,9.53,0.00,333.62,USD,091000018536425
2024-06-07,paid,306.24,0.00,0.00,0.00,0.00,0.00,10.61,0.00,295.63,USD,091000011859442
2024-06-06,paid,142.75,0.00,0.00,0.00,0.00,0.00,8.72,0.00,134.03,USD,XN1VL96CM8NTA7S
2024-06-06,paid,953.93,0.00,0.00,0.00,0.00,0.00,28.38,0.00,925.55,USD,091000016725483
2024-06-05,paid,308.69,0.00,1.11,0.00,0.00,0.00,9.85,0.00,299.95,USD,091000016435146
2024-06-04,paid,441.21,0.00,0.00,0.00,0.00,0.00,13.86,0.00,427.35,USD,091000015560803
2024-06-03,paid,295.65,0.00,0.00,0.00,0.00,0.00,26.61,0.00,269.04,USD,
2024-06-03,paid,428.55,0.00,0.00,0.00,0.00,0.00,12.95,0.00,415.60,USD,091000016748948
2024-06-02,paid,54.50,0.00,0.00,0.00,0.00,0.00,3.52,0.00,50.98,USD,FHGAU9KLO7XGRQL
2024-06-01,paid,117.76,0.00,0.00,0.00,0.00,0.00,7.25,0.00,110.51,USD,TXAIMVHIFGKB6HF
2024-05-31,paid,177.44,0.00,0.00,0.00,0.00,0.00,5.21,0.00,172.23,USD,091000017875754
2024-05-30,paid,191.48,0.00,0.00,0.00,0.00,0.00,6.21,0.00,185.27,USD,091000018225361
2024-05-29,paid,2529.49,0.00,0.00,0.00,0.00,0.00,76.38,0.00,2453.11,USD,091000015088016
2024-05-28,paid,98.95,0.00,0.00,0.00,0.00,0.00,6.14,0.00,92.81,USD,7OGJQY64EWXNYM4
2024-05-28,paid,389.02,-28.90,0.00,0.00,0.00,0.00,12.22,0.00,347.90,USD,091000010550846
2024-05-24,paid,391.23,0.00,0.00,0.00,0.00,0.00,11.38,0.00,379.85,USD,091000012451588
2024-05-23,paid,68.74,0.00,0.00,0.00,0.00,0.00,4.36,0.00,64.38,USD,YGFUM1P1N1IMZ8X
2024-05-23,paid,984.01,0.00,0.00,0.00,0.00,0.00,30.01,0.00,954.00,USD,091000017501141
2024-05-22,paid,152.35,0.00,0.00,0.00,0.00,0.00,9.29,0.00,143.06,USD,BHTCXZQ2BZIZEYF
2024-05-22,paid,235.85,0.00,0.00,0.00,0.00,0.00,7.90,0.00,227.95,USD,091000015016212
2024-05-21,paid,1712.26,0.00,0.00,0.00,0.00,0.00,51.83,0.00,1660.43,USD,091000015724179
2024-05-20,paid,83.14,0.00,0.00,0.00,0.00,0.00,5.21,0.00,77.93,USD,1BUI3BZJNOX4TBL
2024-05-20,paid,535.34,0.00,0.49,0.00,0.00,0.00,16.32,0.00,519.51,USD,091000016122368
2024-05-19,paid,273.41,0.00,0.00,0.00,0.00,0.00,16.73,0.00,256.68,USD,P7LNNM89MFV0PIR
2024-05-17,paid,166.28,0.00,0.00,0.00,0.00,0.00,10.42,0.00,155.86,USD,G6APOKVMTUMMB2A
2024-05-17,paid,411.50,0.00,0.00,0.00,0.00,0.00,12.51,0.00,398.99,USD,091000010483088
2024-05-16,paid,252.36,0.00,0.00,0.00,0.00,0.00,8.55,0.00,243.81,USD,091000017237211
2024-05-15,paid,433.93,0.00,0.00,0.00,0.00,0.00,39.05,0.00,352.01,USD,
2024-05-15,paid,213.10,0.00,0.00,0.00,0.00,0.00,13.47,0.00,199.63,USD,S0YPCC0UBQD0HOU
2024-05-15,paid,392.34,0.00,0.00,0.00,0.00,0.00,11.99,0.00,380.35,USD,091000010392311
2024-05-14,paid,177.89,0.00,0.00,0.00,0.00,0.00,11.09,0.00,166.80,USD,EW1ZH7QR9EDOR8Y
2024-05-14,paid,1090.32,-0.36,0.00,0.00,0.00,0.00,34.32,0.00,1055.64,USD,091000014347053
2024-05-13,paid,861.03,0.00,1.21,0.00,0.00,0.00,27.43,0.00,834.81,USD,091000016433025
2024-05-11,paid,75.72,0.00,0.00,0.00,0.00,0.00,4.77,0.00,70.95,USD,CDXG7E3ZHE3M98I
2024-05-10,paid,518.67,0.00,0.00,0.00,0.00,0.00,15.59,0.00,503.08,USD,091000011275929
2024-05-09,paid,406.22,0.00,0.00,0.00,0.00,0.00,13.26,0.00,392.96,USD,091000016447069
2024-05-08,paid,615.17,0.00,0.00,0.00,0.00,0.00,55.36,0.00,526.17,USD,
2024-05-08,paid,72.01,0.00,0.00,0.00,0.00,0.00,4.55,0.00,67.46,USD,WR1PPL3YY4YKLP2
2024-05-08,paid,722.42,0.00,0.00,0.00,0.00,0.00,22.26,0.00,700.16,USD,091000016720282
2024-05-07,paid,1054.56,0.00,0.00,-1.22,0.00,0.00,31.63,0.00,1021.71,USD,091000015615236
2024-05-06,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,VYPRD6W4O33YECX
2024-05-06,paid,592.21,-49.79,0.00,0.00,0.00,0.00,18.64,0.00,523.78,USD,091000010334750
2024-05-04,paid,171.44,0.00,0.00,0.00,0.00,0.00,10.71,0.00,160.73,USD,HPTZT15OU053R15
2024-05-03,paid,83.14,0.00,0.00,0.00,0.00,0.00,5.21,0.00,77.93,USD,ZZI39NV8Q7U5ZWG
2024-05-03,paid,923.42,-47.96,0.00,0.00,0.00,0.00,28.20,0.00,847.26,USD,091000011243252
2024-05-02,paid,163.35,0.00,0.00,0.00,0.00,0.00,10.24,0.00,153.11,USD,7IAD47HJXJ65YOG
2024-05-02,paid,525.27,0.00,0.00,0.00,0.00,0.00,16.38,0.00,508.89,USD,091000010987639
2024-05-01,paid,73.15,0.00,0.00,0.00,0.00,0.00,6.58,0.00,66.57,USD,
2024-05-01,paid,70.19,0.00,0.00,0.00,0.00,0.00,4.44,0.00,65.75,USD,TO131ESPMEIROJ4
2024-05-01,paid,166.48,0.00,0.00,0.00,0.00,0.00,4.93,0.00,161.55,USD,091000011579375
2024-04-30,paid,979.59,0.00,0.00,0.00,0.00,0.00,30.27,0.00,949.32,USD,091000012117735
2024-04-29,paid,241.11,0.00,0.00,0.00,0.00,0.00,14.82,0.00,226.29,USD,JH16O3U95RJB2AM
2024-04-29,paid,167.86,0.00,0.00,0.00,0.00,0.00,5.78,0.00,162.08,USD,091000017299020
2024-04-26,paid,210.28,0.00,0.00,0.00,0.00,0.00,6.37,0.00,203.91,USD,091000010785132
2024-04-25,paid,302.76,0.00,0.29,0.00,0.00,0.00,9.08,0.00,293.97,USD,091000010185770
2024-04-24,paid,83.35,0.00,0.00,0.00,0.00,0.00,5.22,0.00,78.13,USD,HMAGHX3FBV9O6K7
2024-04-24,paid,127.22,0.00,0.00,0.00,0.00,0.00,3.91,0.00,123.31,USD,091000014708323
2024-04-23,paid,797.57,0.00,0.00,0.00,0.00,0.00,24.83,0.00,772.74,USD,091000015065878
2024-04-22,paid,124.08,0.00,0.00,0.00,0.00,0.00,11.17,0.00,97.31,USD,
2024-04-22,paid,223.08,0.00,0.00,0.00,0.00,0.00,7.53,0.00,215.55,USD,091000016669306
2024-04-19,paid,234.20,0.00,0.00,0.00,0.00,0.00,7.29,0.00,226.91,USD,091000010465217
2024-04-18,paid,146.35,0.00,0.00,0.00,0.00,0.00,8.93,0.00,137.42,USD,ZG0ARNEE32WK8VX
2024-04-18,paid,316.95,0.00,0.00,0.00,0.00,0.00,9.73,0.00,307.22,USD,091000016964478
2024-04-17,paid,155.29,0.00,0.00,0.00,0.00,0.00,9.77,0.00,145.52,USD,J7Y7YC6VAX33KPU
2024-04-17,paid,254.84,0.00,0.00,0.00,0.00,0.00,8.12,0.00,246.72,USD,091000015493490
2024-04-16,paid,133.95,0.00,0.00,0.00,0.00,0.00,8.20,0.00,125.75,USD,D4LCIWQ3Z7U82DL
2024-04-16,paid,1248.50,0.00,0.00,0.00,0.00,0.00,39.73,0.00,1208.77,USD,091000016321137
2024-04-15,paid,127.23,0.00,0.00,0.00,0.00,0.00,11.45,0.00,115.78,USD,
2024-04-15,paid,402.57,0.00,0.00,0.00,0.00,0.00,12.26,0.00,390.31,USD,091000016951389
2024-04-12,paid,66.74,0.00,0.00,0.00,0.00,0.00,4.24,0.00,62.50,USD,94GR9VLTLU8MBQM
2024-04-12,paid,83.14,0.00,0.00,0.00,0.00,0.00,2.46,0.00,80.68,USD,091000011527739
2024-04-11,paid,72.01,0.00,0.00,0.00,0.00,0.00,4.55,0.00,67.46,USD,6YC8EOJTIDV9PER
2024-04-11,paid,423.91,0.00,0.00,0.00,0.00,0.00,13.12,0.00,410.79,USD,091000016379905
2024-04-10,paid,531.87,0.00,5.00,0.00,0.00,0.00,16.70,0.00,520.17,USD,091000017007346
2024-04-09,paid,169.69,0.00,0.00,0.00,0.00,0.00,10.62,0.00,159.07,USD,WQMFZGO9JK36LWG
2024-04-09,paid,1341.44,0.00,0.00,0.00,0.00,0.00,40.47,0.00,1300.97,USD,091000016101832
2024-04-08,paid,72.01,0.00,0.00,0.00,0.00,0.00,4.55,0.00,67.46,USD,R3OM16WGBXBZRJR
2024-04-08,paid,556.08,-76.14,0.00,0.00,0.00,0.00,17.78,0.00,462.16,USD,091000018865231
2024-04-07,paid,282.95,0.00,0.00,0.00,0.00,0.00,16.99,0.00,265.96,USD,7XF0GHUOJ1Z8VFR
2024-04-07,paid,143.77,0.00,0.00,0.00,0.00,0.00,9.09,0.00,134.68,USD,QTI4K6F47JM8I9T
2024-04-06,paid,88.67,0.00,0.00,0.00,0.00,0.00,5.53,0.00,83.14,USD,GDKNSY8EFY1QJRI
2024-04-05,paid,72.01,0.00,0.00,0.00,0.00,0.00,4.55,0.00,67.46,USD,YB252CUG3DRUF71
2024-04-05,paid,454.99,0.00,0.00,0.00,0.00,0.00,13.87,0.00,441.12,USD,091000012531318
2024-04-04,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,0F9J9MX50M2POZ3
2024-04-04,paid,196.12,-80.39,0.00,0.00,0.00,0.00,5.99,0.00,109.74,USD,091000018021334
2024-04-03,paid,32.79,0.00,0.00,0.00,0.00,0.00,1.48,0.00,31.31,USD,091000016257333
2024-04-02,paid,156.55,0.00,0.00,0.00,0.00,0.00,9.54,0.00,147.01,USD,Z7T7E7PTGVPAY39
2024-04-02,paid,829.80,0.00,0.00,0.00,0.00,0.00,26.03,0.00,803.77,USD,091000016653846
2024-04-01,paid,98.23,0.00,0.00,0.00,0.00,0.00,8.84,0.00,89.39,USD,
2024-04-01,paid,191.99,-151.78,0.00,0.00,0.00,0.00,5.89,0.00,34.32,USD,091000012625731
2024-03-31,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,LIWAYWT79JZDVXB
2024-03-30,paid,108.58,0.00,0.00,0.00,0.00,0.00,6.71,0.00,101.87,USD,W5BJAJLYNEQF74B
2024-03-29,paid,68.49,0.00,0.00,0.00,0.00,0.00,4.34,0.00,64.15,USD,DEI7FNJLN3MS4OX
2024-03-29,paid,499.22,-81.87,0.00,0.00,0.00,0.00,15.39,0.00,401.96,USD,091000013530316
2024-03-28,paid,86.55,0.00,0.00,0.00,0.00,0.00,5.41,0.00,81.14,USD,AMAGRCD3X18C29R
2024-03-28,paid,313.78,0.00,0.00,0.00,0.00,0.00,9.36,0.00,304.42,USD,091000018172127
2024-03-27,paid,384.43,0.00,0.00,0.00,0.00,0.00,12.45,0.00,371.98,USD,091000015120308
2024-03-26,paid,907.90,0.00,0.00,0.00,0.00,0.00,26.92,0.00,880.98,USD,091000014487071
2024-03-25,paid,601.75,0.00,0.00,0.00,0.00,0.00,17.45,0.00,584.30,USD,091000018304403
2024-03-24,paid,131.75,0.00,0.00,0.00,0.00,0.00,8.07,0.00,123.68,USD,5FHWY85Y1UE84DV
2024-03-23,paid,91.84,0.00,0.00,0.00,0.00,0.00,5.72,0.00,86.12,USD,31JXSMX0PSAH23I
2024-03-22,paid,40.52,0.00,0.00,0.00,0.00,0.00,3.64,0.00,36.88,USD,
2024-03-22,paid,451.48,0.00,0.00,0.00,0.00,0.00,15.31,0.00,436.17,USD,091000012255547
2024-03-21,paid,161.54,0.00,0.00,0.00,0.00,0.00,10.13,0.00,151.41,USD,T9HIQCD0CP38638
2024-03-21,paid,352.47,0.00,0.00,0.00,0.00,0.00,10.96,0.00,341.51,USD,091000016625029
2024-03-20,paid,81.38,0.00,0.00,0.00,0.00,0.00,5.10,0.00,76.28,USD,AR3K81QH6G0T8DD
2024-03-20,paid,327.22,0.00,0.00,0.00,0.00,0.00,10.61,0.00,316.61,USD,091000016156487
2024-03-19,paid,97.02,-76.14,0.00,0.00,0.00,0.00,6.02,0.00,14.86,USD,Y11RV2E7U1ZPQSJ
