Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-26 19:25:10.969,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-26 19:28:25.766,18 - 24,Innie,Yes,No,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-26 19:31:47.581,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-26 19:43:09.548,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-26 19:44:14.662,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,"anything black, and no show styles ",thank you 😩😩
2021-08-26 19:44:41.645,18 - 24,Innie,Yes,Yes,No,No,,Shortie/Boxer,Highwaisted,Black ,
2021-08-26 19:46:24.553,40 +,Outie,Yes,Yes,Yes,No,,Brief,Midrise,Bright even neon! ,Plus size?
2021-08-26 19:46:25.022,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-26 20:10:42.771,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Patterns,
2021-08-26 20:17:09.463,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Lowrise,,
2021-08-26 20:18:27.536,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-26 20:18:39.737,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-26 20:21:38.589,18 - 24,Innie,Yes,No,Yes,No,,Thong,Highwaisted,I would love to see some peaches for the summer and maybe some deep colors for winter!,Your company is super cool!
2021-08-26 20:23:35.971,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Fun patterns! Fun designs and colors!,
2021-08-26 20:23:40.717,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,I really love the colors you come out with ! ,
2021-08-26 20:26:57.505,33 - 39,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-26 20:27:01.512,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-26 20:37:23.028,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-26 20:44:36.908,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,orange,
2021-08-26 21:02:19.895,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Warm cool fall colors ,
2021-08-26 21:11:06.860,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-26 21:11:16.625,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Anything mesh,
2021-08-26 21:15:07.916,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-26 21:15:47.449,25 - 32,Innie,No,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-26 21:22:32.667,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,"Pink, Blue, Nude",
2021-08-26 21:25:46.120,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Black lace,
2021-08-26 21:38:22.118,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-26 21:44:32.811,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-26 21:45:33.224,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-26 22:07:43.906,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,I love stretchy Nikon type with natural shades ,
2021-08-26 22:08:34.768,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,royal satin blue,absolutely love your positivity for outies. 
2021-08-26 22:12:23.243,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-26 22:18:00.468,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,pastel pink,
2021-08-26 22:27:26.035,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,Navy blue boyshorts,
2021-08-26 22:28:17.905,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-26 22:31:56.282,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Cute/sexy styles ,
2021-08-26 22:40:47.760,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,A spectrum of neutrals/skin tones/pinks,Ur cool🥰
2021-08-26 22:41:55.753,33 - 39,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-26 22:52:31.866,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-26 22:54:34.483,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Jewel tones,
2021-08-26 22:58:25.949,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-26 23:01:35.105,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-26 23:01:41.602,18 - 24,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,Pastel yellow and green,"I’d say to make a pastel yellow and geeen set that can have to do something with sunflowers, personally I think that would be cool. I’m also not sure if you do lingerie but I think that wound be a cool idea"
2021-08-26 23:05:30.006,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,"different prints
",
2021-08-26 23:23:23.082,Under 18,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"I love lace, but make it comfy? Some styles are so horrible to wear but I like wearing undergarments that are both practical and pretty. ",Your products seem very down to earth and I will definitely be purchasing soon. Great job and thanks for being open and honest! 
2021-08-26 23:24:04.518,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Black, blue ",
2021-08-26 23:27:10.162,Under 18,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-26 23:29:10.468,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Periwinkle ,
2021-08-26 23:31:19.872,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,black is always a classic :) maybe some nude colors as well or even like a seamless type of cut. that last part is just a suggestion hehe,absolutely love what you’re doing and i can’t wait to get some comfy cute undies for once :) 
2021-08-26 23:34:12.944,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-26 23:38:01.430,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-26 23:47:52.728,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Rainbow!,
2021-08-27 00:01:02.428,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 00:07:28.343,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-27 00:08:43.042,33 - 39,Outie,Yes,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-27 00:11:13.989,33 - 39,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Surprise me! I like fun prints and colors. ,
2021-08-27 00:21:06.221,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 00:37:08.787,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-27 00:43:22.313,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,This is a GREAT business! So many girls don’t fit in VS 😅 
2021-08-27 00:48:23.797,33 - 39,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 00:56:08.458,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Black and red,
2021-08-27 00:56:30.095,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-27 00:56:45.147,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,Fun patterns ,
2021-08-27 01:09:47.541,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-27 01:10:47.510,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-27 01:12:08.703,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 01:49:28.886,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 02:09:24.473,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Multicoloured,Love your work x
2021-08-27 02:16:14.913,25 - 32,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 02:42:08.246,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,"Bright colors, fruits, patterns",Thank you for making woman feel normal about there bodies. 
2021-08-27 03:11:21.536,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-27 03:11:36.837,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 03:28:35.970,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 03:44:36.257,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Lowrise,,
2021-08-27 04:26:11.330,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-27 05:06:50.989,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-27 05:33:15.660,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-27 05:39:52.776,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"black, red, ",
2021-08-27 06:00:36.167,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 06:03:50.481,25 - 32,Innie,No,Yes,Yes,No,,Thong,Lowrise,,
2021-08-27 07:52:00.300,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"black, maybe red lace 😍",keep doing you boo xxxx
2021-08-27 07:54:26.568,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-27 08:07:32.379,18 - 24,Outie,No,Yes,Yes,No,,Thong,Highwaisted,"With high rise I don’t necessarily mean a lot of fabric, I mean that it sits hover on the hip to make me feel sexy. I think you’re underwear is super cute, could you do some with small jellyfish on. Love nina❤️ ",
2021-08-27 08:43:06.717,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 09:20:31.900,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Sexy spooky,
2021-08-27 09:49:21.904,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-27 09:54:42.370,18 - 24,Innie,No,No,Yes,No,,Thong,Highwaisted,Basic colors,
2021-08-27 10:47:04.203,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Dark colors,
2021-08-27 10:58:27.177,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,I have a mum tum which means 9 times out of 10 I have to tuck or hide my belly in my underwear. I want to be able to wear sexy underwear while also providing coverage for my belly. :) x,
2021-08-27 11:24:34.337,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Blue ,
2021-08-27 11:25:13.838,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-27 11:49:19.063,25 - 32,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 12:30:37.497,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 13:04:13.362,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 13:04:51.269,18 - 24,Innie,Yes,Yes,No,Yes,,Cheeky,Highwaisted,,
2021-08-27 13:17:32.418,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 13:21:30.855,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-27 13:38:38.713,Under 18,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-27 13:42:36.959,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-27 13:47:01.960,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 13:47:33.904,Under 18,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-27 13:55:20.885,25 - 32,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 14:26:13.520,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-27 14:59:45.295,33 - 39,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-27 15:20:51.974,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,red!!!,
2021-08-27 15:22:40.724,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,I think what you're doing is SO awesome! I have a problem where my labia like fall asleep from my underwear cutting off circulation due to the crotch part being too small.
2021-08-27 15:43:36.651,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-27 15:50:58.625,18 - 24,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-27 15:59:32.331,25 - 32,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-27 16:16:00.747,Under 18,Outie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-27 17:02:43.523,25 - 32,Innie,Yes,No,Yes,No,,Brief,Highwaisted,Idk,
2021-08-27 17:29:21.873,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,All of them ;) ,Where do I buy them lol 
2021-08-27 18:08:48.660,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Anything you want queen! ,No ty ! 
2021-08-27 18:36:47.372,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"I love anything pink, red, or black. cherry patterns, animal print, maybe even do one w cigarettes or hennessy bottles on them.","i haven’t checked your shop yet but please do plus sizes!! i’m trying hard to lose weight, but it’s hard for bigger girls to find cute and sexy panties that fit."
2021-08-27 18:50:00.871,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Green!!,I love your work it’s just so great to have something that fits
2021-08-27 18:52:16.020,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Pastels & nudes,
2021-08-27 19:11:21.832,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-27 19:24:42.959,25 - 32,Outie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-27 19:25:58.589,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,anything!,
2021-08-27 19:37:31.287,18 - 24,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,Dark colors and different but simple prints,
2021-08-27 19:42:08.076,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-27 19:43:16.359,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Definitely some “sexy” options and plus size options (if you don’t have any) and definitely some sets, and some with lace ",
2021-08-27 20:24:12.691,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-27 20:41:18.000,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Black 100% cotton ,
2021-08-27 21:00:40.993,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,green!!,
2021-08-27 23:11:25.962,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,blue!,
2021-08-27 23:15:56.868,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-27 23:33:22.783,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-28 00:03:15.615,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-28 01:43:40.088,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-28 03:18:59.036,33 - 39,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-28 03:22:23.703,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Sparkly ,
2021-08-28 03:37:44.183,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 04:02:23.399,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-28 05:10:59.737,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-28 06:27:03.088,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-28 09:05:14.422,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Breathable cotton,
2021-08-28 09:24:23.808,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,I don’t mind,
2021-08-28 09:50:25.229,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 10:07:10.549,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-28 10:10:02.177,18 - 24,Innie,Yes,No,Yes,No,,Cheeky,Lowrise,,
2021-08-28 10:10:27.842,25 - 32,Innie,Yes,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 10:12:20.293,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"My go-to is always black, green or dark blue ",
2021-08-28 10:17:22.147,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-28 10:43:03.212,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Emerald green or a dark purple ,"Can’t wait to try your brand, about to place an order!"
2021-08-28 11:48:42.766,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-28 11:58:50.288,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,black,
2021-08-28 12:13:18.915,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,Orange!,
2021-08-28 12:27:27.369,25 - 32,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-28 12:30:59.868,18 - 24,Innie,No,No,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-28 12:46:17.543,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-28 12:47:02.372,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 12:50:45.671,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-28 13:14:49.719,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,green !!!!!!! ,
2021-08-28 14:01:51.210,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-28 14:53:48.814,40 +,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Blue,
2021-08-28 14:55:28.642,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Not sure! ,
2021-08-28 15:03:54.753,Under 18,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 15:18:20.283,18 - 24,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-28 15:21:46.242,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Dark green ,Love what you're doing!! 
2021-08-28 15:28:39.619,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 15:47:41.709,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-28 16:00:09.896,Under 18,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Black ,I just love it
2021-08-28 16:32:14.766,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-28 16:35:25.336,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Pastels/neons,
2021-08-28 16:43:18.150,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 16:46:09.002,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Basics ,I’m DYING to find underwear that is invisible under leggings for the gym but also is breathable. and doesn’t roll and give me vagina wedgies every time I move!!
2021-08-28 16:51:26.876,25 - 32,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-28 18:07:12.896,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-28 18:29:36.613,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-28 18:41:16.241,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-28 19:30:46.239,25 - 32,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-28 19:31:05.356,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Pastels!,
2021-08-28 19:49:30.839,25 - 32,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-28 20:05:38.925,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-28 20:15:40.595,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 20:15:54.203,25 - 32,Outie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,Fun prints,
2021-08-28 20:18:43.067,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-28 20:23:09.378,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 20:27:58.755,18 - 24,Innie,No,Yes,Yes,No,,Thong,Lowrise,,
2021-08-28 20:37:58.734,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 21:01:02.643,25 - 32,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-28 21:08:41.942,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Pink !!,
2021-08-28 21:09:35.404,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Black mainly,
2021-08-28 21:25:47.216,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Any and all!,
2021-08-28 21:27:34.502,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,neutral/earth tones,
2021-08-28 21:29:48.705,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,"Gold, lavender, sky blue",
2021-08-28 21:43:03.804,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 21:43:36.790,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-28 21:57:03.361,Under 18,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,black:),
2021-08-28 22:08:25.137,18 - 24,Innie,No,No,No,No,,Brief,Highwaisted,,
2021-08-28 22:10:52.707,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-28 22:12:10.647,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Coral,
2021-08-28 22:34:36.356,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-28 22:35:45.323,18 - 24,Innie,Yes,No,Yes,No,,Cheeky,Midrise,,
2021-08-28 22:38:28.154,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-28 22:54:44.421,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-28 22:55:40.871,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Fun patterns,
2021-08-28 22:56:59.421,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-28 22:59:23.499,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-28 23:17:23.352,18 - 24,Innie,Yes,No,Yes,No,,Thong,Highwaisted,,
2021-08-28 23:25:30.244,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-28 23:36:59.725,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,Red,
2021-08-28 23:51:10.922,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-28 23:54:33.244,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Lavender, blush pink, sage green, blush blue",
2021-08-29 00:10:55.829,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,"Neutrals, solid blacks, and cottons that have no elastics so they don’t dig ",
2021-08-29 00:14:08.366,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 00:26:01.242,18 - 24,Innie,No,No,Yes,Yes,,Thong,Lowrise,turquoise ,
2021-08-29 00:29:25.755,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,Lilac and lace :$,This is a great business idea !!!
2021-08-29 00:31:52.227,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,black,
2021-08-29 00:33:32.829,18 - 24,Innie,Yes,No,Yes,No,,Thong,Highwaisted,All of the colours ,
2021-08-29 00:51:30.808,25 - 32,Innie,No,No,Yes,Yes,,Thong,Midrise,,
2021-08-29 00:55:25.818,18 - 24,Innie,Yes,No,No,Yes,,Thong,Highwaisted,,
2021-08-29 01:01:51.895,18 - 24,Outie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,Seamless thong,Thanks for this it’s awesome.
2021-08-29 01:20:26.309,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-29 01:45:41.593,25 - 32,Outie,Yes,Yes,No,Yes,,Cheeky,Highwaisted,Yellow or orange ,I adore you and how you’ve made women feel beautiful and comfortable in their skin 
2021-08-29 01:53:59.670,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,I love neutrals,"My problem isn’t so much the gusset width as much as the gusset LENGTH. I feel like the way i like to wear my underwear, the gusset doesn’t go up high enough in the front"
2021-08-29 02:26:51.931,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 03:43:15.816,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-29 03:57:47.411,33 - 39,Innie,Yes,No,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-29 04:01:03.020,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 04:17:57.034,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Pastels,
2021-08-29 04:18:30.602,Under 18,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
